,itemCode,yahooID,itemName,description
307,KM07141000080KM,realtree-max-4-camo-comforter-set-cal-king,Realtree Max-4 Camo Comforter Set - Cal King,"The poly/cotton blend Realtree Max-4 Camo Cal King Comforter Set incorporates numerous nature elements, adding striking visual appeal to your bedroom decor.  Includes comforter (110""W x 96""L), bedskirt (72""W x 84""L) and two king shams (21""W x 36""L).  Machine wash, tumble dry low. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska."
308,PK493650,bear-and-moose-stoneware-dinner-plate,Bear & Moose Stoneware Dinner Plate,"Create a welcoming table with the embossed cream Bear & Moose Stoneware Dinner Plate in a pine tree design with brown-brushed rim.  Dishwasher and microwave safe.  Measures 10Â½""Dia.. ~"
309,MUMMROCTBC,old-crate-tissue-box,Old Crate Tissue Box,Realistic resin reproductions of a vintage well bucket and hinged crate are accented with faux antlers handles on these rugged accessories. ~
310,MWGSSFLM,southwestern-flame-tapestry-standard-sham,Southwestern Flame Tapestry Standard Sham,"Exclusive - A large-scale geometric tapestry in red, sage, orange and cream meets soft faux leather to create this luxurious southwest bedding. Machine wash coverlets and sham.  Measures 20""W x 26""L. ~"
311,SIX9312,climbing-bears-outlet-cover,Climbing Bears Outlet Cover,"A Black Forest Decor Exclusive - Black bear cubs explore forest scenery on the hand-painted polyresin Climbing Bears Outlet Cover with a wood grain texture.  Measures 3Â½""W x 6Â¾""H. ~"
312,KM02570070004BC,bone-collector-toothbrush-holder,Bone Collector Toothbrush Holder,"Accent your outdoor-themed home with the Bone Collector Toothbrush Holder.  This resin toothbrush holder has a stag skull with antler holders and embossed Bone Collector logo base and brings rugged style to your room.  Measures 7""W x 4 3/4""D x 7 3/4""H.   ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada."
313,PK393151B,concord-black-bear-potholder,Concord Black Bear Potholder,"Adorned with whip-stitched bear applique patches, these red, black and beige plaid linens are made from 100% cotton.  Machine wash.  Measures Front pocket; 9""W x 9""L. ~"
314,RE658,rainbow-trout-cabinet-pulls-set-of-2,Rainbow Trout Cabinet Pulls (Set of 2),"A Black Forest Decor exclusive - Add a fun lodge detail to cabinets with these hand-painted polyresin pulls. Mounting screws included in two different lengths. 5 1/2""W x 1""D x 2""H with 4â centers"
315,VCCVAVP110,moose-shed-antler-table-lamp,Moose Shed Antler Table Lamp,"Exclusive - Moose antlers are recreated in cast resin with a moose brown finish on these rustic lamps with antique burlap shades.  Uses one 3-way 100-watt max bulb.  Measures 18""W x 15""D x 30""H. ~"
316,CE444323031,in-the-woods-bear-hooked-pillow,In the Woods Bear Hooked Pillow,"Hooked acrylic with cotton backing Measures 18""W x 18""L. ~"
317,DS13254,aztec-diamond-turquoise-candle-holder,Aztec Diamond Turquoise Candle Holder,"Exclusive - Bring candlelight and southwest beauty to your room with this wrought iron pillar candle holder featuring layered medallions in turquoise, rust and silver with a faux turquoise stone. Sold individually. Measures 4Â½""W x 4Â½""D x 10""H. ~"
318,DS15033,western-tooled-leather-tissue-box,Western Tooled Leather Tissue Box,"Exclusive - Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, this polyresin tissue box and waste basket offer classic cowboy style. Measures 5""W x 5""D x 5Â¼""H. ~"
319,DS15083,antler-coat-rack,Antler Coat Rack,"Add subtle rustic charm to your cabin entryway with this polyresin antler coat rack. 24  3/10""W x 3 3/10""D x 11 3/10""H"
320,DS62010,wild-horses-comfort-floor-mat,Wild Horses Comfort Floor Mat,"Exclusive - Wild horses run into view on this comfy microfiber memory foam mat with JQ Design artwork. Measures 19Â½""W x 31Â½""L. ~"
321,ER59TV116MB,mama-and-baby-bear-jute-trivet,Mama & Baby Bear Jute Trivet,"A Black Forest Decor exclusive - Hand-printed in a bear and cub design, this reversible braided 100% natural jute trivet protects your table with rustic appeal. Spot clean. 10âW x 10âL"
322,ERPMOP244,rainbow-trout-braided-jute-placemat,Rainbow Trout Braided Jute Placemat,Outdoor designs are hand-stenciled on these braided 100% natural jute placemats to add rustic beauty to your dining table.  Sold individually. ~
323,HXLD6100SD01,buck-mountain-antler-soap-dish,Buck Mountain Antler Soap Dish,"Exclusive - Realistic antlers wrap around faux logs with a wood-like finish on these resin bath accessories for an outdoor look.  Dimensions available online.  Measures 6""W x 4Â½""D x 1Â½""H. ~"
324,KE13013J,rather-be-fishing-rug,Rather Be Fishing Rug,"Emblems of fishing life and vintage lodge signs turn your bath into a rustic getaway.  Resin bath accessories and 100% cotton ivory towels.  100% nylon  Measures 20""W x 30""L. ~"
325,KE13017D,black-bear-lodge-lotion-pump,Black Bear Lodge Lotion Pump,"Featuring a playful black bears, the resin Black Bear Lodge Lotion Pump adds the perfect rustic detail to your bath.  Measures 3Â½""W x 7Â¼""H. ~"
326,CE822033KSET,pinecone-valley-quilt-bed-set-king,Pinecone ValleyÂ Quilt Bed Set - King,"Pine needles and cones in soft, natural colors invite you to rest in style on this luxury comforter. 100% cotton. Machine wash. 108""W x 92""L quilt"
327,VXT0215,weathered-patina-lantern-wall-sconce-6-inch,Weathered Patina Lantern Wall Sconce - 6 Inch,"Exclusive - Crafted with a vintage lantern look, these steel sconces in a weathered patina finish with clear glass shades offer classic western style. UL listed for exterior wet locations.  Uses one 60-watt max bulb Measures 6Â¼""W x 8""D x 12Â¾""H. ~"
328,VXVL55402BBZ,canyon-2-light-vanity,Canyon Vanity Light - 2 Light,"Light up your home with the Canyon 2 Light Vanity.  Combining metal deer and pine tree silhouettes with amber flake glass bell shades, this vanity light perfectly complements your rustic decor.  Finished in burnished bronze and uses two 100-watt max bulbs.  UL listed for damp locations.  Measures 16 1/2W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
329,SIX1540,wolf-metal-wall-art,Wolf Metal Wall Art,"Exclusive - Bring wild beauty to your wall with this laser-cut metal wolf's head in a rust and green finish for added detail. Measures 14Â½""W x 1/16""D x 21Â½""H. ~"
330,RH12014,sonora-diamonds-table-runner,Sonora Diamonds Table Runner,Interlocking diamonds and subtle stripes create an elegant southwest tablescape on these cotton/poly linens. Machine wash 13âW x 72âL
331,KM02576170005RT,realtree-xtra-camo-waste-basket,Realtree Xtra Camo Waste Basket,Durable resin construction. ~
332,MBAD3873,walking-bear-oval-rug,Walking Bear Oval Rug,"Exclusive - Featuring a black bear scene in brown, pine green, black, natural and gold, this soft polypropylene pile oval rug offers classic lodge appeal. Fade and stain resistant. Measures 2'2""W x 5'3""L. ~"
333,PK25511,black-bear-forest-pendant-light,Black Bear Forest Pendant Light,"Pinecone cut-outs, rivets and a bear and mountain scene silhouetted against a bubble glass shade give this black-finished metal pendant the perfect rustic touch. Uses one 60-watt max bulb. Includes 3' chain, 7' cord and ceiling plate. Can be hard wired. Measures 8Â½""Dia. x 14Â½""H. ~"
334,DS12112,antler-decorative-ball,Antler Decorative Ball,Add an outdoor touch to your decor with this ball made from interlocking polyresin antlers. Sold individually. ~
335,DS21783,pinecone-metal-curtain-tie-backs-set-of-2,Pinecone Metal Tie Backs (Set of 2),"A Black Forest Decor Exclusive - Give your curtains a rustic touch with the wrought iron Pinecone Metal Curtain Tie Backs in an antiqued dark brown finish.  Mounting hardware included.  Set of two tiebacks measure 9""W x 4Â¾""D x 3""H each. ~"
336,DS22159,bear-forest-3-d-metal-wall-art,Bear Forest 3-D Metal Wall Art,"Exclusive - A bear wanders among rugged pines on this layered metal wall art in a rustic brown finish. Measures 27Â¼""W x 20Â½""H. ~"
337,HXBW3190TAN,barbed-wire-bath-rug-tan,Barbed Wire Tan Bath Rug,"Bold black barbed wire gives these polyester rugs a rugged look.  Non-skid rubber back.  Machine washable.  Measures 24""W x 36""L. ~"
338,HXWB4001OSRD,red-tooled-ceramic-waste-basket,Red Tooled Ceramic Waste Basket,"With its embossed tooled leather patterns, the Red Tooled Ceramic Waste Basket is the perfect addition to your western bathroom. <ul><li>Ceramic</li> <li>11""Dia. x 12""H</li> <li>Red</li> </ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship."
339,LKRA9672,turquoise-boot-lamp,Turquoise Boot Lamp,"A Lone Star Western Decor Exclusive - Light a room with cowboy flair with the broken-in resin Turquoise Boot Lamp with laced paper shade.  Uses one 60-watt max bulb.  Measures 15""W x 15""D x 24Â½""H. ~"
340,KE13013C,rather-be-fishing-soap-dish,Rather Be Fishing Soap Dish,"Emblems of fishing life and vintage lodge signs turn your bath into a rustic getaway.  Resin bath accessories and 100% cotton ivory towels.  Measures 5Â¼""W x 2""H. ~"
341,KE13017E,black-bear-lodge-tissue-box,Black Bear Lodge Tissue Box,"Featuring a playful black bears, the resin Black Bear Lodge Tissue Box adds the perfect rustic detail to your bath.  Measures 7""W x 7Â¼""H and fits square tissue boxes. ~"
342,BN63691390,woodland-cabin-valance,Woodland Cabin Valance,"Exclusive - Display your love of nature with these unlined valances in three cabin-inspired patchwork prints.  Dry clean.  55% cotton/45% poly  Measures 52""W x 15Â½""H each. ~"
343,DS22211,bear-metal-magazine-and-toilet-tissue-stand,Bear Metal Magazine & Toilet Tissue Stand,"Save space with this multifunctional metal rack for storing toilet paper and magazines with style. 11 3/4""W x 11""D x 23 3/4""H"
344,HXBL181024X36,bear-bath-rug,Bear Bath Rug,"A chocolate brown wandering bear and bear tracks add rustic detail to the tan polyester Bear Bath Rug with rubber backing.  Machine wash.  Measures 24""W x 36""L. ~"
345,LK80RA4807,lk80ra4807,Antler Door Handles (Set of 2),"The faux Antler Door Handles capture the look of rugged antlers.  Made from resin.  Matching screws included.  Set of two measure 8 1/2""W x 2 1/2""D x 4""H each. ~"
346,LK80RA4807,lk80ra4807,Antler Door Handles (Set of 2),"The faux Antler Door Handles capture the look of rugged antlers.  Made from resin.  Matching screws included.  Set of two measure 8 1/2""W x 2 1/2""D x 4""H each. ~"
347,LKRA9363,turquoise-horseshoe-and-cross-waste-basket,Turquoise Horseshoe and Cross Waste Basket,"Exclusive - Create rugged style in your bath with silver horseshoes, rust crosses, gold studs and turquoise and brown leather textures on these cast resin accessories.  Dimensions available online.  Measures 8""Dia. x 10""H. ~"
348,SSLWHSBE,brindle-horseshoe-and-star-toilet-seat-elongated,Brindle Horseshoe & Star Toilet Seat - Elongated,"A Lone Star Western Decor Exclusive - A black and gold cast iron star and horseshoe adorn genuine brindle cowhide with brass nailhead trim on the wood Brindle Horseshoe & Star Elongated Toilet Seat.  Installation hardware included.  Cowhide color and pattern may vary.  Handmade in the USA.  Measures 15""W x 18""D x 3""H. ~"
349,YG16403,moose-weathered-wood-sign,Moose Weathered Wood Sign,"Exclusive - Printed in weathered white, this wood sign with a planked look perfectly expresses your outdoor spirit. Measures 8""W x Â¾""D x 18Â¾""H. ~"
350,KE1772BRB,ke1772brb,Mojave Brick Bath Towel,A Lone Star Western Decor Exclusive - Vibrant brick red 100% cotton makes the perfect backdrop for poly/cotton southwest designs and blanket stitched trim in chocolate brown and sand on the luxuriously soft Mojave Brick Bath Towel.Â  Machine washable.  Measures 25âW x 50âH.  ~
351,LMSW98X10,zapotec-rug-8-x-10,Zapotec Rug - 8 x 10,"With intricate geometrics in shades of midnight blue, ivory, gray and deep salmon, the Zapotec Rug - 8 x 10 completes your southwestern home.
<ul><li>100% New Zealand wool and colorfast Swiss chrome dyes</li>
<li>Hand-knotted</li>
<li> 8'W x 10'L</li>
<li>Vacuum regularly without the beater brush; Spot clean with warm soapy water</li>
<li>Midnight blue, ivory, gray and deep salmon</li>
</ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks."
352,RE565,pinecone-outlet-cover,Pinecone Outlet Cover,"Raised, realistic pine boughs and bark textures give these hand-painted polyresin switch covers woodland style.  Measures 4""W x Â½""D x 5Â½""H. ~"
353,2CRJB6764,distressed-faux-leather-bedskirt-king,Distressed Faux Leather Bedskirt -Â King,"Add a rustic feel to your bed with this rugged brown faux leather bedskirt. Flat front with split corners. Machine wash. 78""W x 80""L x 15""H Add a rustic feel to your bed with this rugged brown faux leather bedskirt. Flat front with split corners. Machine wash. 78""W x 80""L x 15""H"
354,2CRJP503,mountain-wildlife-plush-valance,Mountain Wildlife Plush Valance,"Exclusive - Add classic cabin style to your windows with this poly plush rod pocket valance featuring a moose family and lodge geometrics in red, brown, tan, gold and black. Machine wash. Measures 84""W x 15""H. ~"
355,3RH844353843224,bellevue-layers-rug-3-x-5,Bellevue Layers Rug - 3 x 5,"Decorate your entryway in style with the southwestern Bellevue Layers Rug - 3 x 5, embellished with a rugged tan and gray design. <ul><li>100% heat-set polypropylene with jute backing</li> <li>Serged in a matching color</li> <li>3'3""W x 5'3""L</li> <li>Professional cleaning recommended; Do not use beater bar when vacuuming</li> <li>Tan and gray</li> <li>Use of a rug pad is recommended</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
356,2LHLCQCF,highland-hills-lodge-comforter-queen,Highland HillsÂ LodgeÂ Comforter - Queen,"Relax the rustic way with this comforter, digitally printed for vibrant color and detail. 100% cotton outer shell with polyester fill. Machine wash. 92""W x 96""L"
357,AD0094MUL234,ad0094mul234,Santa Fe Spirit Rug - 3 x 4,"A Black Forest Decor Exclusive - Bold southwest stripes in warm red, yellow ochre and black have a Native American diamond pattern overlay on the premium nylon Santa Fe Spirit 3 x 4 Rug with durable serged edges.  Fade and stain resistant.  Made in the USA.  Measures 2'8""W x 3'11""L. ~ Ships from the manufacturer.  Allow 2 weeks.  Cannot express ship or ship to Alaska or Canada."
358,CARJB6130,yukon-river-bear-and-moose-rambling-bear-pillow,Yukon River Rambling Bear Pillow,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~"
